QuestionID,Question,SentenceID,Sentence,Label
Q208,how old is kurt cobain's daughter,S208,"On April 8, 1994, Cobain was found dead at his home in Seattle , the victim of what was officially ruled a suicide by a self-inflicted shotgun wound to the head.",0
Q209,how old is kurt cobain's daughter,S209,The circumstances of his death at age 27 have become a topic of public fascination and debate.,0
Q210,how old is kurt cobain's daughter,S210,"Since their debut, Nirvana, with Cobain as a songwriter, has sold over 25 million albums in the U.S., and over 50 million worldwide.",0
Q211,how are aircraft radial engines built,S211,Radial engine timing and cam mechanism.,0
Q212,how are aircraft radial engines built,S212,Click for full resolution animation.,0
Q213,how are aircraft radial engines built,S213,Radial engine of a biplane,0
Q214,how are aircraft radial engines built,S214,"Master rod (upright), slaves and balances from a two-row, fourteen-cylinder Pratt & Whitney Twin Wasp",0
Q215,how are aircraft radial engines built,S215,The radial engine is a reciprocating type internal combustion engine configuration in which the cylinders point outward from a central crankshaft like the spokes of a wheel.,1
Q216,how are aircraft radial engines built,S216,"It resembles a stylized star when viewed from the front, and is called a ""star engine"" ( German Sternmotor) in some languages.",0
Q217,how are aircraft radial engines built,S217,The radial configuration was very commonly used in aircraft engines before turbine engines became predominant.,0
Q218,how old were golden girls at time of show,S218,"The Golden Girls is an American sitcom, created by Susan Harris , that originally aired on NBC from September 13, 1985, to May 9, 1992.",0
Q219,how old were golden girls at time of show,S219,"Starring Bea Arthur , Betty White , Rue McClanahan and Estelle Getty , the show centers on four older women sharing a home in Miami , Florida.",0
Q220,how old were golden girls at time of show,S220,"It was produced by Witt/Thomas/Harris Productions , in association with Touchstone Television , and Paul Junger Witt , Tony Thomas , and Harris served as the original executive producers.",0
Q221,how old were golden girls at time of show,S221,"The Golden Girls received critical acclaim throughout most of its run and won several awards, including the Primetime Emmy Award for Outstanding Comedy Series twice.",0
Q222,how old were golden girls at time of show,S222,It also won three Golden Globe Awards for Best Television Series – Musical or Comedy .,0
Q223,how old were golden girls at time of show,S223,All four stars each received an Emmy Award throughout the series' run and had multiple nominations.,0
Q224,how old were golden girls at time of show,S224,The series also ranked among the top ten highest-rated programs for six out of its seven seasons.,0
Q225,how deep can be drill for deep underwater,S225,Deepwater drilling is the process of oil and gas exploration and production in depths of more than 500 feet.,1
Q226,how deep can be drill for deep underwater,S226,"By this definition, there are approximately 600 deepwater wells in the Gulf of Mexico.",0
Q227,how deep can be drill for deep underwater,S227,"It has been economically infeasible for many years, but with rising oil prices, more companies are investing in this area.",0
Q228,how deep can be drill for deep underwater,S228,"Major companies working in this sector include Diamond Offshore , TransOcean , and Baker Hughes .",0
Q229,how deep can be drill for deep underwater,S229,There are basically two kinds of mobile deepwater drilling rigs: semi-submersible drilling rigs and drillships .,0
Q230,how deep can be drill for deep underwater,S230,Drilling can also be performed from a fixed-position installation such as a floating spar (platform) or tension-leg platform.,0
Q231,how deep can be drill for deep underwater,S231,Recent industry analysis has estimated that the total expenditure in the global deepwater infrastructure market will reach $145bn in 2011.,0
Q232,how deep can be drill for deep underwater,S232,“Not all oil is accessible on land or in shallow water.,0
Q233,how deep can be drill for deep underwater,S233,"You can find some oil deposits buried deep under the ocean floor.” ...Using sonic equipment, oil companies determine the drilling sites most likely to produce oil.",0
Q234,how deep can be drill for deep underwater,S234,Then they use a mobile offshore drilling unit (MODU) to dig the initial well.,0
Q235,how deep can be drill for deep underwater,S235,"Some units are converted into production rigs, meaning they switch from drilling for oil to capturing oil once it's found.",0
Q236,how deep can be drill for deep underwater,S236,"Most of the time, the oil company will replace the MODU with a more permanent oil production rig to capture oil.” ...The MODU's job is to drill down into the ocean's floor to find oil deposits.",0
Q237,how deep can be drill for deep underwater,S237,The part of the drill that extends below the deck and through the water is called the riser.,0
Q238,how deep can be drill for deep underwater,S238,The riser allows for drilling fluids to move between the floor and the rig.,0
Q239,how deep can be drill for deep underwater,S239,Engineers lower a drill string -- a series of pipes designed to drill down to the oil deposit -- through the riser.”,0
Q240,how deep can be drill for deep underwater,S240,“The expansion of deepwater drilling is happening despite accidents in offshore fields...”,0
Q241,how deep can be drill for deep underwater,S241,In 2010 a large explosion occurred killing 11 workers and spilling millions of gallons of oil into the Gulf of Mexico while a BP oil rig was drilling in deep waters.,0
Q242,how deep can be drill for deep underwater,S242,"“...Despite the risks, the deepwater drilling trend is spreading in the Mediterranean and off the coast of East Africa after a string of huge discoveries of natural gas.”",0
Q243,how deep can be drill for deep underwater,S243,"“The reason for the resumption of such drilling, analyst say, is continuing high demand for energy worldwide.”",0
Q244,how deep can be drill for deep underwater,S244,America needs the oil so it is almost necessary to face the high risks that come with deepwater drilling in order for Americans to continue to carry on their everyday lives.,0
Q245,how deep can be drill for deep underwater,S245,"“The Energy Department recently projected that gulf oil production would expand from its 2011 level of 1.3 million barrels a day, still nearly a quarter of total domestic production, to 2 million barrels a day by 2020.”",0
Q246,how deep can be drill for deep underwater,S246,Deepwater drilling affects the environment in both negative and positive ways.,0
Q247,how deep can be drill for deep underwater,S247,Although Deepwater drilling rarely causes oil spills it is still a hazardous possible outcome.,0
Q248,how deep can be drill for deep underwater,S248,Oil spills result in oil sinking to the bottom of the ocean smothering plant life leaving fish without food and shelter to survive.,0
Q249,how deep can be drill for deep underwater,S249,On the other hand deepwater drilling effects the environment in a positive ways too.,0
Q250,how deep can be drill for deep underwater,S250,In time once the deepwater oil well is not in use anymore plants will grow on and around the well making a cave or cavern like shelter ideal for animals to thrive in.,0
